קוד,Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
4230,CASODEX 150MG 28TAB,28.0,1068.63,1255.64,1456.54,2011
3703,CASODEX 50MG 28TAB,28.0,305.4,358.84,416.26,2011
3156,CATAFLAM 50MG 10TAB,10.0,6.54,8.95,10.39,2011
3158,CAVERJECT 10MCG V+DS,1.0,41.5,55.82,64.75,2011
3010,CAVERJECT 20MCG V+DS,1.0,57.79,77.73,90.16,2011
3174,CEDAX SUSP 60ML,60.0,74.14,99.71,115.67,2011
2963,CEFALOR 500MG 10CAP,10.0,21.1,28.9,33.53,2011
1488,CEFAMEZIN 1000MG 1V.,1.0,9.32,12.77,14.82,2011
6604,CEFAZOLIN SANDOZ 0.5GR 100VIAL,100.0,949.59,1115.77,1294.29,2011
6601,CEFAZOLIN SANDOZ 0.5GR 10VIAL,10.0,94.96,118.7,137.69,2011
6599,CEFAZOLIN SANDOZ 0.5GR 1VIAL,1.0,9.5,13.01,15.09,2011
6602,CEFAZOLIN SANDOZ 0.5GR 25VIAL,25.0,237.4,278.94,323.57,2011
6603,CEFAZOLIN SANDOZ 0.5GR 50VIAL,50.0,474.8,557.88,647.15,2011
6600,CEFAZOLIN SANDOZ 0.5GR 5VIAL,5.0,47.48,63.86,74.08,2011
6598,CEFAZOLIN SANDOZ 1GR 100VIAL,100.0,932.31,1095.46,1270.74,2011
6595,CEFAZOLIN SANDOZ 1GR 10VIAL,10.0,93.23,125.4,145.46,2011
6593,CEFAZOLIN SANDOZ 1GR 1VIAL,1.0,9.32,12.77,14.82,2011
6596,CEFAZOLIN SANDOZ 1GR 25VIAL,25.0,233.08,273.87,317.68,2011
6597,CEFAZOLIN SANDOZ 1GR 50VIAL,50.0,466.16,547.73,635.37,2011
6594,CEFAZOLIN SANDOZ 1GR 5VIAL,5.0,46.62,62.7,72.73,2011
4586,CEFORAL 250MG 10CAPS,10.0,5.87,8.04,9.32,2011
4587,CEFORAL 500MG 10CAPS,10.0,10.8,14.8,17.17,2011
6233,CEFORAL 500MG 20 CAPS,20.0,21.6,29.6,34.33,2011
1491,CEFORAL FRTE SUSP 250,60.0,12.02,16.46,19.1,2011
1489,CEFORAL SUSP 125MG,60.0,8.22,11.26,13.06,2011
2275,CEFOVIT 125 SUSP 60ML,60.0,8.22,11.26,13.06,2011
2276,CEFOVIT 250 SUSP 60ML,60.0,12.02,16.46,19.1,2011
2274,CEFOVIT 250MG 10CAPS,10.0,5.87,8.04,9.32,2011
2277,CEFOVIT FORTE 10CAPS,10.0,10.8,14.8,17.17,2011
6637,CEFTAZIDIME TEVA 1GR/VIAL,1.0,37.17,50.92,59.07,2011
6638,CEFTAZIDIME TEVA 2GR/VIAL,1.0,83.49,112.3,130.27,2011
4740,CEFURAX 250MG 10TAB,10.0,20.21,27.69,32.12,2011
4741,CEFURAX 500MG 10TAB,10.0,36.84,50.47,58.55,2011
3883,CELCOX 100MG 20CAPS,20.0,34.8,47.68,55.31,2011
3884,CELCOX 200MG 10CAPS,10.0,38.58,51.88,60.19,2011
3812,CELEBRA 100MG 20CAPS,20.0,34.8,47.68,55.31,2011
3813,CELEBRA 200MG 10CAPS,10.0,38.58,51.88,60.19,2011
4596,CELECOXIB TEVA 100MG 20TAB,20.0,,,,2011
4597,CELECOXIB TEVA 200MG 10TAB,10.0,,,,2011
1233,CELESTONE CHRONODOSE 1ML AMP,1.0,13.53,18.54,21.5,2011
3669,CELLCEPT 250MG 100CAPS,100.0,472.02,554.62,643.36,2011
3668,CELLCEPT 500MG 50TAB,50.0,437.48,514.04,596.29,2011
6279,CELSENTRI 150MG 60TAB,60.0,3911.48,4595.99,5331.35,2011
6280,CELSENTRI 300MG 60TAB,60.0,3911.48,4595.99,5331.35,2011
2744,CEMIDIN 200MG 50TAB,50.0,28.06,38.45,44.6,2011
2743,CEMIDIN 400MG 20TAB,20.0,25.52,34.96,40.56,2011
2745,CEMIDIN 800MG 20TAB,20.0,42.97,57.79,67.04,2011
6307,CEPLENE 0.5MG/0.5ML SOL FOR INJ 14 VIALS,14.0,6216.76,7304.69,8473.45,2011
4758,CERAZETTE 0.075MG 1X28TAB,28.0,33.13,45.39,52.65,2011
4759,CERAZETTE 0.075MG 3X28TAB,84.0,99.39,124.24,144.11,2011
6459,CEREZYME 400 UNITS POWDER FOR SOL FOR INF,1.0,8067.84,9479.71,10996.46,2011
4983,CEROXIM 250MG 10TAB,10.0,20.21,27.69,32.12,2011
4912,CEROXIM 500MG 10TAB,10.0,36.84,50.47,58.55,2011
6434,CERTICAN 0.1MG 60 DISPERSIBLE TAB,60.0,232.99,273.76,317.56,2011
6433,CERTICAN 0.25MG 60 DISPERSIBLE TAB,60.0,574.38,674.9,782.88,2011
4840,CERTICAN 0.25MG 60 TAB,60.0,590.65,694.02,805.06,2011
4841,CERTICAN 0.50MG 60 TAB,60.0,1156.84,1359.28,1576.77,2011
4842,CERTICAN 0.75MG 60 TAB,60.0,1724.8,2026.64,2350.91,2011
4053,CERUBIDINE 20MG 10xAMP+4ML WATER,10.0,427.48,502.29,582.65,2011
6103,CERVARIX 0.5ML SYR,1.0,516.46,606.84,703.94,2011
4054,CETROTIDE 0.25MG 7AMP,7.0,1249.96,1468.7,1703.7,2011
6144,CHAMPIX 0.5MG 55TAB,55.0,419.52,492.93,571.8,2011
6236,CHAMPIX 0.5MGX11TAB+1MGX42TAB,53.0,389.42,457.57,530.78,2011
6092,CHAMPIX 1MG 28TAB,28.0,195.42,229.62,266.35,2011
6091,CHAMPIX 1MG 56TAB,56.0,390.84,459.23,532.71,2011
4630,CIALIS 10MG 4TAB,4.0,214.84,252.43,292.82,2011
6218,CIALIS 2.5MG 28TAB,28.0,378.03,444.18,515.25,2011
4631,CIALIS 20MG 4TAB,4.0,188.74,235.92,273.67,2011
4633,CIALIS 20MG 8TAB,8.0,377.48,443.54,514.5,2011
6219,CIALIS 5MG 28TAB,28.0,394.53,463.57,537.75,2011
2726,CICLODERM  CREAM 15GR,15.0,8.07,11.06,12.83,2011
3038,CICLODERM C 15GR,15.0,,,,2011
3039,CICLODERM C 30GR,30.0,,,,2011
3782,CICLODERM SHAMPOO 100ML,100.0,,,,2011
3338,CICLODERM SPRAY 30ML,30.0,,,,2011
4992,CILARIL 1MG 28TAB,28.0,19.91,27.28,31.65,2011
4993,CILARIL 2.5MG 28TAB,28.0,33.17,45.44,52.71,2011
4994,CILARIL 5MG 28TAB,28.0,53.8,72.36,83.94,2011
4995,CILARIL PLUS 28TAB,28.0,72.45,97.45,113.04,2011
6084,CILAZAPRIL 2.5 MG 30 TABLETS,30.0,35.54,48.69,56.48,2011
6083,CILAZAPRIL 5MG 30TABLETS,30.0,57.64,77.53,89.93,2011
6274,CILAZAPRIL PLUS TEVA 30TAB,30.0,77.62,104.41,121.11,2011
2782,CILOXAN 0.3% EYE DROPS 5ML,5.0,15.77,21.6,25.06,2011
4592,CIPRALEX 10MG 28TAB,28.0,80.95,108.88,126.3,2011
6151,CIPRALEX 10MG 56TAB,56.0,161.91,202.38,234.77,2011
6710,CIPRALEX 15MG 28TAB,28.0,93.05,125.16,145.18,2011
6152,CIPRALEX 20MG 28TAB,28.0,116.33,145.41,168.68,2011
6153,CIPRALEX 20MG 56TAB,56.0,232.66,273.38,317.12,2011
3340,CIPRAMIL 20MG 28TAB,28.0,32.11,44.0,51.03,2011
6498,CIPRAMIL 40MG 28TABS,28.0,55.41,74.53,86.46,2011
4574,CIPRODEX 250MG 10TAB,10.0,17.82,24.41,28.31,2011
4575,CIPRODEX 500MG 10TAB,10.0,29.39,40.26,46.7,2011
4576,CIPRODEX 750MG 10TAB,10.0,39.17,52.69,61.12,2011
4496,CIPROFLOXACIN-TEVA 250MG 10TAB,10.0,17.82,24.41,28.31,2011
4497,CIPROFLOXACIN-TEVA 500MG 10TAB,10.0,29.39,40.26,46.7,2011
4057,CIPROXIN 250MG/5ML SUSP 100ML,100.0,61.47,82.68,95.91,2011
4056,CIPROXIN 500MG/5ML SUSP 100ML,100.0,119.16,148.95,172.78,2011
6232,CIRCADIN 2MG 21TAB,21.0,73.94,99.44,115.36,2011
6752,CIRCADIN 2MG 30TAB,30.0,105.62,132.03,153.15,2011
6082,CITALOPRAM  20 MG 30 TABLETS,30.0,34.41,47.14,54.68,2011
4331,CLARINASE REPETABS 14,14.0,16.56,22.69,26.32,2011
4920,CLARITHROMYCIN 250MG 14TAB,14.0,27.4,37.54,43.54,2011
4921,CLARITHROMYCIN 500MG 14TAB,14.0,53.5,71.95,83.46,2011
4058,CLAVAMOX 125 SUSP 100ML,100.0,11.65,15.96,18.51,2011
4059,CLAVAMOX 250 SUSP 100ML,100.0,19.53,26.76,31.04,2011
4060,CLAVAMOX 500 30TAB,30.0,44.49,59.84,69.41,2011
6484,CLEXANE 100MG SAFETY LOCK 2X1ML SYR PREFIL SAFETY LOCK,2.0,65.82,88.52,102.69,2011
6175,CLEXANE 100MG/1ML 10SYRING(10ML),10.0,329.09,386.68,448.54,2011
3447,CLEXANE 100MG/1ML 2SYRING(2ML),2.0,65.82,88.52,102.69,2011
6429,CLEXANE 100MG/ML (300MG) 1X3ML SOLUTION FOR INJECTION,1.0,123.25,154.06,178.71,2011
4628,CLEXANE 120MG/0.8ML 10 INJ,10.0,376.62,442.52,513.33,2011
6634,CLEXANE 120MG/0.8ML SAFETY LOCK 10 SYR PREFIL,10.0,376.62,442.52,513.33,2011
4629,CLEXANE 150MG/ML 10 INJ,10.0,405.2,476.11,552.28,2011
6635,CLEXANE 150MG/ML SAFETY LOCK 10 SYR PREFIL,10.0,405.2,476.11,552.28,2011
6480,CLEXANE 20MG SAFETY LOCK 2X0.2ML SYR PREFIL,2.0,17.58,24.08,27.93,2011
801,CLEXANE 20MG/0.2ML 2SYRING(0.4ML),2.0,17.58,24.08,27.93,2011
6481,CLEXANE 40MG SAFETY LOCK 2X0.4ML SYR PREFIL,2.0,35.15,48.16,55.87,2011
800,CLEXANE 40MG/0.4ML 2SYRING(0.8ML),2.0,35.15,48.16,55.87,2011
6482,CLEXANE 60MG SAFETY LOCK 2X0.6ML SYR PREFIL,2.0,47.8,64.29,74.57,2011
6174,CLEXANE 60MG/0.6ML 10SYRING(6ML),10.0,238.98,280.81,325.73,2011
3445,CLEXANE 60MG/0.6ML 2SYRING(1.2ML),2.0,47.8,64.29,74.57,2011
6483,CLEXANE 80MG SAFETY LOCK 2X0.8ML SYR PREFIL,2.0,60.06,80.78,93.7,2011
3446,CLEXANE 80MG/0.8ML 2SYRING(1.6ML),2.0,60.06,80.78,93.7,2011
1500,CLONEX 0.5MG 30TAB,30.0,5.36,7.34,8.52,2011
1501,CLONEX 2MG 30TAB,30.0,8.46,11.59,13.45,2011
1850,CLONNIRIT 25MCG 30T,30.0,15.45,21.16,24.55,2011
6269,CLOOD 75MG 30TAB,30.0,83.12,111.79,129.68,2011
6631,CLOPIDEXCEL 75MG 30 FC TAB,30.0,83.12,111.79,129.68,2011
6198,CLOPIDOGREL 75MG 30TAB,30.0,83.12,111.79,129.68,2011
629,CLOPIXOL 10MG 50TAB,50.0,28.69,39.31,45.6,2011
630,CLOPIXOL 25MG 50TAB,50.0,56.46,75.93,88.08,2011
628,CLOPIXOL 2MG 50TAB,50.0,5.64,7.73,8.97,2011
624,CLOPIXOL ACUPHASE 100MG 2ML,1.0,60.66,81.59,94.65,2011
623,CLOPIXOL ACUPHASE 50MG 1ML,1.0,29.18,39.98,46.38,2011
2426,CLOPIXOL DEPOT 200MG,1.0,24.13,33.05,38.34,2011
626,CLOPIXOL DEPOT 500MG,1.0,21.06,28.85,33.46,2011
627,CLOPIXOL DROPS 20ML,20.0,32.78,44.9,52.09,2011
6104,CLOTRISONE CREAM 15GR,15.0,9.52,13.05,15.13,2011
1921,CODABROL 10TAB,10.0,,,,2011
3882,CODABROL SYRUP 115ML,115.0,,,,2011
1502,COD-ACAMOL FORTE 10TAB,10.0,,,,2011
5063,COD-GUAIACOL SYRUP 100ML,100.0,,,,2011
2005,CODICAL 20MG 10TAB,10.0,,,,2011
4696,CO-DIOVAN 160/12.5MG FCT 28TAB,28.0,104.76,130.95,151.9,2011
4697,CO-DIOVAN 160/25MG FCT 28TAB,28.0,107.06,133.83,155.24,2011
4433,CO-DIOVAN 80/12.5MG 28TAB,28.0,79.0,106.26,123.26,2011
2310,CODIVIS 10 SR CAP,10.0,,,,2011
2311,CODIVIS SYRUP 60ML,60.0,,,,2011
1852,COLCHICINE 0.5MG 30TAB,30.0,,,,2011
29,COLESTID 5GX50PACK,50.0,84.74,113.97,132.2,2011
1853,COLIRACIN INJ.,1.0,6.9,9.45,10.97,2011
2386,COLOTAL 135MG 50TAB,50.0,25.7,35.2,40.83,2011
3116,COMAGIS CREAM 15GR,15.0,,,,2011
2777,COMAGIS CREAM 7GR,7.0,,,,2011
1076,COMBANTRIN SUSP 15ML,15.0,6.22,8.53,9.89,2011
6069,COMBIGAN EYE DROPS 5 ML,5.0,61.6,82.85,96.1,2011
3714,COMBIVIR 60TAB,60.0,1792.74,2106.47,2443.5,2011
4016,COMTAN 200MG 30 F.C. TAB,30.0,120.82,151.02,175.19,2011
4626,CONCERTA 18MG XR 30TAB,30.0,191.62,239.52,277.84,2011
4982,CONCERTA 27MG XR 30TAB,30.0,212.78,250.01,290.02,2011
4627,CONCERTA 36MG XR 30TAB,30.0,248.52,292.01,338.74,2011
4832,CONCERTA 54MG XR 30TAB,30.0,302.76,355.74,412.66,2011
2758,CONCOR 10MG 30TAB,30.0,18.66,25.56,29.65,2011
2757,CONCOR 5MG 30TAB,30.0,12.77,17.49,20.29,2011
2446,CONDYLOX 0.5% 3.5ML,3.5,72.21,97.13,112.67,2011
4017,CONTROLOC 20MG 30TAB,30.0,50.76,68.27,79.2,2011
3377,CONTROLOC 40MG 14TAB,14.0,46.64,62.73,72.77,2011
6026,CONTROLOC I.V.  40MG/VIAL,1.0,26.47,36.26,42.06,2011
1511,CONVERTIN 20MG 30TAB,30.0,24.79,33.96,39.39,2011
6121,COPAXONE 20MG/DOSE 28 PREFILLED SYRINGE,28.0,3893.7,4575.1,5307.12,2011
4644,COPEGUS 200MG 168TAB,168.0,3025.26,3554.68,4123.43,2011
6532,CORALAN 5MG 56 F.C.TAB,56.0,247.95,291.34,337.96,2011
6533,CORALAN 7.5MG 56 F.C.TAB,56.0,249.45,293.11,340.0,2011
1735,CORDIL 10MG 50TAB,50.0,8.36,11.46,13.29,2011
1737,CORDIL 20MG 50TAB,50.0,14.18,19.43,22.54,2011
2778,CORDIL 40MG SR 60TAB,60.0,25.73,35.25,40.89,2011
1739,CORDIL 5MG 40SUBLING TAB,40.0,4.56,6.24,7.24,2011
4362,CORTIFOAM AEROSOL 15G,15.0,,,,2011
1924,CORTISONE ACETATE 50TAB,50.0,,,,2011
3827,COSOPT EYE DROPS 5ML,5.0,48.35,65.03,75.43,2011
3707,COUMADIN 1MG 30TAB,30.0,4.12,5.65,6.56,2011
3709,COUMADIN 2.5MG 30TAB,30.0,,,,2011
3708,COUMADIN 2MG 30TAB,30.0,10.2,13.98,16.21,2011
2052,COUMADIN 5MG 30TAB,30.0,18.54,25.4,29.47,2011
2540,CREON 300MG 100CAPS,100.0,153.68,192.1,222.84,2011
4706,CRESTOR 10MG 28TAB,28.0,91.64,123.25,142.97,2011
4707,CRESTOR 20MG 28TAB,28.0,139.4,174.25,202.13,2011
4708,CRESTOR 40MG 28TAB,28.0,208.21,244.64,283.78,2011
6538,CRINONE 8 % VAG GEL 15*1.45 G,15.0,209.31,245.94,285.29,2011
3825,CRIXIVAN 200MG 360CAPS,360.0,1373.87,1614.29,1872.58,2011
3826,CRIXIVAN 400MG 180CAPS,180.0,1331.98,1565.08,1815.49,2011
2961,CRONASE NASAL SPRAY,10.0,15.18,20.8,24.13,2011
4426,CURATANE 10MG 30CAPS,30.0,60.82,81.81,94.9,2011
4018,CURATANE 20MG 30CAP,30.0,95.04,118.8,137.81,2011
6225,CURATANE 40 MG 30 CAPS,30.0,190.55,238.19,276.3,2011
4823,CYMBALTA 30MG 28CAPS,28.0,113.7,142.12,164.86,2011
4824,CYMBALTA 60MG 28CAPS,28.0,159.69,199.61,231.55,2011
3472,CYMEVENE 500MG 5VIAL,5.0,709.26,833.38,966.72,2011
4020,CYSTADANE 180GR PWDR/ORAL SOL,180.0,2196.95,2581.42,2994.45,2011
1078,CYTOTEC 200MCG 28TAB,28.0,32.73,44.85,52.02,2011
6562,DACOGEN 50 MG/VIAL 1X20ML VIAL,1.0,,,,2011
4703,DAIVOBET OINT 30GR,30.0,99.1,123.87,143.69,2011
4704,DAIVOBET OINT 60GR,60.0,198.19,232.88,270.14,2011
4241,DAIVONEX CREAM 30GR,30.0,41.33,55.59,64.48,2011
4705,DAIVONEX SCALP SOL 30ML,30.0,44.26,59.52,69.05,2011
1355,DAKTACORT CREAM 15GR,15.0,7.21,9.88,11.46,2011
1359,DAKTARIN ORAL GEL40G,40.0,15.11,20.7,24.01,2011
33,DALACIN C 150MG 16CAPS,16.0,20.4,27.95,32.43,2011
3511,DALACIN C 300MG 16CAPS,16.0,34.33,47.04,54.56,2011
2871,DALACIN VAG CR2% 40G,40.0,65.61,88.25,102.37,2011
4402,DALACIN VAGINAL 100MG 3 OVULES,3.0,45.26,60.87,70.61,2011
2794,DALAGIS T LOTION 25ML,25.0,19.4,26.58,30.83,2011
2795,DALAGIS T SOLUTION 25ML,25.0,14.36,19.67,22.82,2011
4913,DANALONE SYRUP 60ML,60.0,,,,2011
4775,DANOL 200MG 60CAPS,60.0,204.63,240.44,278.91,2011
631,DECAPEPTYL 0.1MG 7AMP,7.0,151.88,189.84,220.22,2011
633,DECAPEPTYL CR 3.75,1.0,572.54,672.73,780.37,2011
4991,DECAPEPTYL DEPOT 11.25MG VIAL,1.0,1570.19,1844.97,2140.17,2011
4021,DECAPEPTYL DEPOT 3.75MG/2ML VIAL+SOLV,1.0,590.3,693.6,804.58,2011
1855,DEKINET 2MG 30TAB,30.0,7.1,9.73,11.29,2011
2312,DEPALEPT 200MG 40TAB,40.0,12.34,16.91,19.62,2011
2313,DEPALEPT 500MG 40TAB,40.0,41.18,55.39,64.25,2011
4243,DEPALEPT CHRONO 500MG 30 SR TAB,30.0,31.21,42.76,49.6,2011
2314,DEPALEPT ORAL SOL 50ML,50.0,28.34,38.83,45.04,2011
2315,DEPALEPT SYR 110ML,110.0,18.87,25.85,29.98,2011
35,DEPO MEDROL 40MG/ML 1ML,1.0,14.82,20.31,23.56,2011
36,DEPO MEDROL 40MG/ML 2ML,1.0,45.19,60.79,70.51,2011
37,DEPO MEDROL 40MG/ML 5ML,1.0,,,,2011
38,DEPO MEDROL+LIDOCAIN 1CC,1.0,21.3,29.18,33.84,2011
40,DEPO MEDROL+LIDOCAIN 2CC,1.0,45.19,60.79,70.51,2011
4594,DEPONIT NT 10 10PATCHES,10.0,28.36,38.85,45.06,2011
4593,DEPONIT NT 5 10PATCHES,10.0,21.74,29.78,34.54,2011
3048,DEPO-PROVERA 150MG1ML SOL FOR INJ,1.0,13.0,17.81,20.66,2011
42,DEPO-PROVERA 3.3MLx150MG/ML,1.0,36.98,50.67,58.77,2011
2237,DEPREXAN 25MG 30TAB,30.0,,,,2011
1362,DERALIN 10MG 30TAB,30.0,4.36,5.98,6.93,2011
1363,DERALIN 40MG 30TAB,30.0,5.28,7.23,8.39,2011
2059,DERMACOMBIN CREAM 5G,5.0,,,,2011
2060,DERMACOMBIN CREAM15G,15.0,,,,2011
2061,DERMACOMBIN OINT 15G,15.0,15.87,21.74,25.22,2011
2062,DERMACOMBIN OINT 5G,5.0,5.29,7.25,8.41,2011
1517,DERMALAR CREAM 14GR,14.0,4.18,5.72,6.64,2011
259,DERMOVATE CREAM 25GR,25.0,12.81,17.55,20.36,2011
260,DERMOVATE OINT 25GR,25.0,11.52,15.78,18.3,2011
261,DERMOVATE SCALP APPL SOL 25ML,25.0,15.3,20.96,24.32,2011
528,DESFERAL 500MG 10 VIALS,10.0,158.73,198.41,230.16,2011
6771,DESMOPRESSIN TEVA 0.1MG 30TAB,30.0,90.95,122.33,141.9,2011
6772,DESMOPRESSIN TEVA 0.2MG 30TAB,30.0,133.79,167.24,194.0,2011
2725,DESOREN EAR DRPS 5ML,5.0,,,,2011
3236,DETHAMYCIN 10ML,10.0,,,,2011
4022,DETRUSITOL 1MG 56TAB,56.0,189.24,236.55,274.4,2011
4023,DETRUSITOL 2MG 28TAB,28.0,93.9,126.29,146.5,2011
4024,DETRUSITOL 2MG 56TAB,56.0,187.79,234.74,272.3,2011
4533,DETRUSITOL SR 2MG 28CAPS,28.0,104.04,130.05,150.86,2011
4534,DETRUSITOL SR 4MG 28CAPS,28.0,164.74,205.93,238.87,2011
1522,DEXACORT FORTE 3AMP,3.0,,,,2011
1928,DEXAMETHASONE 0.5MG 30T,30.0,15.89,21.77,25.26,2011
1929,DEXAMETHASONE 2MG 50TAB,50.0,52.9,71.16,82.54,2011
1524,DEXAMYCIN DROPS 5ML,5.0,,,,2011
1800,DEXEFRIN DROPS 5CC,5.0,,,,2011
4437,DEXIMUNE 100MG 50CAPSULES,50.0,737.5,866.57,1005.22,2011
4436,DEXIMUNE 25MG 50CAPSULES,50.0,205.22,241.14,279.72,2011
4601,DEXIMUNE 50MG 50CAPS,50.0,394.53,463.57,537.74,2011
1520,DEX-OTIC DROPS 5ML,5.0,,,,2011
1082,DIABINESE 250MG 30T,30.0,7.36,10.09,11.7,2011
3388,DIABITEX 250MG 90TAB,90.0,22.09,30.26,35.1,2011
6747,DIACEREIN TEVA 50 MG 30 CAPS,30.0,49.33,66.35,76.96,2011
46,DIANE 21TAB,21.0,14.79,20.27,23.51,2011
4802,DIATRIM 50MG 30CAPS,30.0,49.33,66.35,76.96,2011
980,DIBENYLINE 10MG 30CAPS,30.0,55.29,74.36,86.26,2011
6259,DICLOFTIL 0.1% SOL 30x0.5ML,30.0,138.67,173.34,201.08,2011
3624,DIFLUCAN SUSP 50MG/5ML 35ML,35.0,59.91,80.57,93.47,2011
4245,DIFRIN 0.10% EYE DROPS 10ML,10.0,48.97,65.87,76.41,2011
1525,DIGOXIN 0.25MG 40TAB,40.0,8.03,11.0,12.76,2011
433,DILANTIN SUSP 237ML,237.0,122.88,153.61,178.18,2011
2443,DILATAM 120MG 30 SRTAB,30.0,35.99,49.3,57.19,2011
3090,DILATAM 240MG CD 30SRTAB,30.0,98.13,122.66,142.28,2011
1366,DILATAM 30MG 30TAB,30.0,,,,2011
1367,DILATAM 60MG 30TAB,30.0,10.96,15.01,17.42,2011
6528,DILTIAZEM TEVA 30MG 100TAB,100.0,,,,2011
6529,DILTIAZEM TEVA 60MG 100TAB,100.0,36.53,50.05,58.05,2011
3342,DIMITONE 12.5MG 30TAB,30.0,20.65,28.29,32.82,2011
3343,DIMITONE 6.25MG 30TAB,30.0,15.6,21.37,24.79,2011
3632,DIOVAN 160MG 28 FC TABS,28.0,100.02,125.02,145.03,2011
6097,DIOVAN 40MG 28 FC TABS,28.0,53.84,72.41,83.99,2011
3631,DIOVAN 80MG 28 FC TABS,28.0,76.06,102.3,118.67,2011
1218,DIPENTUM 250MG100CAP,100.0,162.59,203.24,235.76,2011
1237,DIPROGENTA 15GR OINT,15.0,25.77,35.31,40.96,2011
1236,DIPROGENTA CRM 15GR,15.0,25.33,34.7,40.25,2011
1242,DIPROLENE CREAM 15GR,15.0,6.57,8.99,10.43,2011
1244,DIPROSALIC LOTION 30ML,30.0,16.39,22.45,26.04,2011
1245,DIPROSALIC OINT 15GR,15.0,8.26,11.31,13.13,2011
1252,DIPROSPAN 1AMPX1ML,1.0,19.27,26.4,30.63,2011
4634,DIPROSPAN 1AMPX2ML,1.0,29.12,39.9,46.28,2011
3849,DISEPTYL FORTE 10CAPLETS,10.0,6.46,8.85,10.26,2011
1931,DISEPTYL SUSP 50ML,50.0,4.08,5.59,6.48,2011
4620,DISOTHIAZIDE 25MG 30TAB,30.0,7.98,10.93,12.68,2011
1317,DITHROCREAM 0.1% 50G,50.0,21.78,29.85,34.62,2011
1318,DITHROCREAM 0.25%50G,50.0,23.34,31.98,37.1,2011
1319,DITHROCREAM 2% 50G,50.0,39.24,52.77,61.21,2011
1320,DITHROCREAM FRTE0.5%,50.0,26.92,36.89,42.79,2011
1321,DITHROCREAM H.P.1%,50.0,44.34,59.64,69.18,2011
1528,DOLESTINE 5X100MG/2ML,5.0,11.91,16.32,18.93,2011
1527,DOLESTINE 5X50MG/1ML,5.0,14.36,19.68,22.82,2011
6368,DONEPEZIL TEVA 10MG 30TAB,30.0,323.24,379.81,440.58,2011
6369,DONEPEZIL TEVA 5MG 30TAB,30.0,298.23,350.42,406.49,2011
1529,DOPICAR 30TAB,30.0,14.3,19.59,22.72,2011
6273,DORZOLAMIDE TEVA 2% 5ML,5.0,45.32,60.96,70.71,2011
4363,DOSTINEX 0.5MG 2TAB,2.0,44.47,59.82,69.39,2011
4064,DOSTINEX 0.5MG 8TAB,8.0,177.89,222.36,257.94,2011
3741,DOXALOC 1 30TAB,30.0,17.38,23.81,27.61,2011
3742,DOXALOC 2 30TAB,30.0,14.15,19.39,22.49,2011
3743,DOXALOC 4 30TAB,30.0,23.78,32.57,37.78,2011
4624,DOXIL 2MG/ML VIAL 10ML,1.0,2379.57,2796.0,3243.35,2011
4625,DOXIL 2MG/ML VIAL 25ML,1.0,5711.57,6711.1,7784.87,2011
3532,DOXY 100 10TAB,10.0,9.4,12.88,14.94,2011
1754,DOXYLIN 100MG 10TAB,10.0,9.4,12.88,14.94,2011
6589,DUAC TOPICAL GEL 25G,25.0,64.96,87.37,101.35,2011
2391,DUO SCABIL 20GR 8%,20.0,,,,2011
6662,DUODOPA  GEL 7x100ML BAG,7.0,3818.33,4486.53,5204.38,2011
6407,DUOTRAV 2.5ML OPHTHALMIC SOLUTION,2.5,87.04,117.07,135.8,2011
4710,DUPHASTON 10MG 20TAB,20.0,23.43,32.1,37.23,2011
1533,DURABIOTIC 1.2MIU 1VIAL,1.0,9.9,13.57,15.74,2011
4065,DUROGESIC 100MCG/H 5PATCH,5.0,286.42,336.54,390.39,2011
6009,DUROGESIC 12MCG/H 5PATCH,5.0,56.65,76.2,88.39,2011
4066,DUROGESIC 25MCG/H 5PATCH,5.0,87.51,117.7,136.53,2011
4067,DUROGESIC 50MCG/H 5PATCH,5.0,162.79,203.49,236.04,2011
4068,DUROGESIC 75MCG/H 5PATCH,5.0,231.52,272.04,315.57,2011
6720,DYSPORT 500 U/VIAL IM/SC 1 VIAL,1.0,1275.84,1499.11,1738.96,2011
2007,EASYLAX 120MG 20TAB,20.0,,,,2011
6131,EBETAXEL 30MG/5ML VIAL,1.0,349.2,410.31,475.96,2011
4731,EBIXA 10MG 56TAB,56.0,386.98,454.7,527.46,2011
6499,EBIXA 20MG 28TABS,28.0,395.12,464.27,538.56,2011
6150,EBIXA DROPS 10MG/G 50ML,50.0,349.92,411.16,476.94,2011
4070,EDRONAX 4MG 60TAB,60.0,127.18,158.98,184.41,2011
4524,EFEXOR  XR 150MG 28 SR CAPS,28.0,95.71,119.64,138.78,2011
4523,EFEXOR XR 75MG 28 SR CAPS,28.0,49.59,66.69,77.36,2011
6309,EFFIENT 10MG 28 FC TAB,28.0,223.61,262.74,304.78,2011
6310,EFFIENT 5MG 28 FC TAB,28.0,216.43,254.31,295.0,2011
1802,EFRIN-10 DROPS 5CC,5.0,7.81,10.7,12.41,2011
327,EFUDIX OINT 5% 20GR,20.0,96.7,120.88,140.21,2011
1534,ELATROL 25MG 50TAB,50.0,9.44,12.93,14.99,2011
6475,ELATROLET 10MG 30TAB,30.0,3.98,5.45,6.32,2011
